in:Index,img:Output1,img:Output2,img:Output3,out:WWR_Skylight,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Frame_BL,out:Frame_BR,out:Frame_TR,out:Frame_TL,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF
349,Index_349_Parallel.png,Index_349_Back.png,Index_349_Front.png,30,1.2,6.8,1,0,1.1,10,0.8,3.4,2,0.5,2.3,-180,0.5,0.8,1.4,1.1,3579.943,0,83.265,0.765,0.935,77.26,16.96
350,Index_350_Parallel.png,Index_350_Back.png,Index_350_Front.png,35,1.3,7.3,0.8,0.1,0.5,25,2,3.4,1,0,2.8,-180,1.1,0.4,1.5,1.5,3586.982,1,83.642,0.972,0.914,75.455,16.763
351,Index_351_Parallel.png,Index_351_Back.png,Index_351_Front.png,55,2.1,7.1,0.9,0.7,0.1,30,1.7,4.8,1,0.2,1.2,-180,0.4,0.4,1.3,0.9,3587.878,7,86.043,1,0.571,53.241,24.919
352,Index_352_Parallel.png,Index_352_Back.png,Index_352_Front.png,30,1.3,6.2,0.8,1,0.7,40,1.9,5.7,1,0.1,0.4,-180,1.2,0.3,1.5,1.4,3613.975,2,84.259,1,0.923,74.105,17.107
353,Index_353_Parallel.png,Index_353_Back.png,Index_353_Front.png,55,2.3,6.5,0.7,0.1,1.3,25,1.9,3.6,1,1.3,1.3,-180,1,1.5,1.2,1.1,3616.203,8,85.734,1,0.515,54.886,24.071
354,Index_354_Parallel.png,Index_354_Back.png,Index_354_Front.png,50,2,6.8,0.9,0.9,0.2,35,1.6,5.9,0.8,0.3,0,-180,1.1,0.2,1.4,0.8,3638.353,8,85.871,1,0.549,52.186,25.442
355,Index_355_Parallel.png,Index_355_Back.png,Index_355_Front.png,40,1.6,6.8,1,0,1.1,40,1.8,6,0.8,0.2,0,-180,0.7,0.1,1,0.2,3648.706,21,86.728,1,0.549,51.696,27.901
356,Index_356_Parallel.png,Index_356_Back.png,Index_356_Front.png,70,2.5,7.6,0.5,0,0.3,10,0.8,3.4,2,0.4,2.4,-180,1.1,1.5,1,1.3,3678.384,40,86.283,1,0.438,53.276,26.911
357,Index_357_Parallel.png,Index_357_Back.png,Index_357_Front.png,40,1.9,5.7,0.8,0.6,1.6,35,1.6,5.9,0.8,0.2,0.1,-180,1,0.6,0.5,0.4,3696.337,9,87.037,1,0.488,50.652,30.567
358,Index_358_Parallel.png,Index_358_Back.png,Index_358_Front.png,45,1.6,7.6,1,0.1,0.2,40,1.8,6,1,0.2,0,-180,1,0.7,1.1,1.4,3715.284,4,85.014,1,0.701,60.285,20.513
359,Index_359_Parallel.png,Index_359_Back.png,Index_359_Front.png,45,1.8,6.8,0.8,0.1,1,35,2,4.7,0.8,0.5,1,-180,0.2,1.1,0.5,1,3727.893,16,86.454,1,0.552,52.887,26.686
360,Index_360_Parallel.png,Index_360_Back.png,Index_360_Front.png,60,2.3,7,0.7,0.5,0.4,15,0.7,5.8,2,0.1,0.3,-180,1.3,0.1,0.6,0.7,3738.751,9,87.209,1,0.429,51.79,31.235
361,Index_361_Parallel.png,Index_361_Back.png,Index_361_Front.png,30,1.2,6.8,0.8,0.8,0.3,35,1.8,5.2,1,0.1,0.9,-180,1.1,0.5,1.5,1.5,3749.373,1,83.848,1,0.923,75.924,16.893
362,Index_362_Parallel.png,Index_362_Back.png,Index_362_Front.png,55,2.1,7.1,0.8,0.1,0.7,20,0.9,6,0.8,0.1,0.1,-180,1.2,0.5,1.3,0.2,3756.646,8,86.797,1,0.41,49.394,32.052
363,Index_363_Parallel.png,Index_363_Back.png,Index_363_Front.png,55,1.9,7.8,0.9,0.1,0,15,0.7,5.8,2,0.3,0.1,-180,1.5,0.2,0.3,0.4,3758.271,7,87.38,1,0.41,49.325,34.672
364,Index_364_Parallel.png,Index_364_Back.png,Index_364_Front.png,40,1.4,7.7,1,0,0.2,40,2,5.4,1,0.4,0.4,-180,0.6,0.9,1.2,0.7,3769.679,5,85.254,1,0.71,60.95,20.691
365,Index_365_Parallel.png,Index_365_Back.png,Index_365_Front.png,45,1.6,7.6,0.8,0.1,0.2,40,1.8,6,0.8,0.2,0,-180,0.6,1.2,1.2,0.9,3770.656,8,85.562,1,0.63,55.398,23.227
366,Index_366_Parallel.png,Index_366_Back.png,Index_366_Front.png,65,2.3,7.6,0.7,0.3,0,15,1.2,3.4,0.9,1.5,1.3,-180,1.4,0.4,1.3,0.7,3787.169,10,86.488,1,0.451,51.029,29.256
367,Index_367_Parallel.png,Index_367_Back.png,Index_367_Front.png,30,1.2,6.8,0.8,0.7,0.4,10,0.7,3.9,2,2.2,0.1,-180,1.5,1.4,1.5,0.8,3787.55,1,83.402,0.799,0.886,73.962,17.537
368,Index_368_Parallel.png,Index_368_Back.png,Index_368_Front.png,50,1.8,7.5,1,0.3,0.1,35,1.6,5.9,1,0.1,0.2,-180,1.2,1,1.5,1.4,3792.108,5,84.808,1,0.673,59.937,20.648
369,Index_369_Parallel.png,Index_369_Back.png,Index_369_Front.png,50,1.8,7.5,0.9,0,0.4,25,1.5,4.5,1,0.5,1.2,-180,1.4,1.2,0.9,0.6,3793.308,40,86.283,1,0.506,51.615,27.696
370,Index_370_Parallel.png,Index_370_Back.png,Index_370_Front.png,40,2.3,4.7,0.7,3,0.2,40,1.8,6,1,0.1,0.1,-180,1.5,1,1,0.4,3800.552,8,86.626,1,0.651,54.769,25.552
371,Index_371_Parallel.png,Index_371_Back.png,Index_371_Front.png,55,1.9,7.8,0.8,0.1,0,20,1.5,3.6,0.9,1.9,0.7,-180,0.8,0.3,1,0.1,3807.108,8,87.311,1,0.448,49.879,33.481
372,Index_372_Parallel.png,Index_372_Back.png,Index_372_Front.png,40,2.1,5.1,0.8,0.8,2,40,1.8,6,1,0.2,0,-180,1.4,0.2,0.4,1,3811.199,8,86.454,1,0.599,53.707,26.126
373,Index_373_Parallel.png,Index_373_Back.png,Index_373_Front.png,30,2,4,0.8,3.8,0.1,10,0.8,3.4,2,0.7,2.1,-180,1.1,1.1,1.3,1.5,3818.028,3,83.642,0.599,0.889,73.328,18.588
374,Index_374_Parallel.png,Index_374_Back.png,Index_374_Front.png,30,1.8,4.5,0.9,0.7,2.7,10,0.8,3.4,2,0.1,2.7,-180,1.4,1.5,1.4,1.5,3818.487,0,83.128,0.769,0.886,75.063,17.432
375,Index_375_Parallel.png,Index_375_Back.png,Index_375_Front.png,40,2.1,5.1,0.8,1.9,0.9,40,1.8,6,0.9,0,0.2,-180,1.2,1,0.3,1.3,3820.789,7,86.317,1,0.639,53.834,25.449
376,Index_376_Parallel.png,Index_376_Back.png,Index_376_Front.png,60,2.1,7.7,0.8,0.2,0,15,1.2,3.4,1,1.1,1.7,-180,1.5,1.4,1.1,0.7,3828.933,8,86.248,1,0.451,51.026,28.723
377,Index_377_Parallel.png,Index_377_Back.png,Index_377_Front.png,30,1.2,6.8,0.8,0,1.1,10,0.8,3.4,2,0.3,2.5,-180,1.4,1.2,1.4,0.9,3829.977,1,83.299,0.778,0.886,74.262,17.576
378,Index_378_Parallel.png,Index_378_Back.png,Index_378_Front.png,45,1.6,7.6,0.8,0,0.3,40,1.8,6,0.9,0.2,0,-180,0.2,0.6,0.5,1.2,3834.538,6,86.043,1,0.648,53.764,24.867
379,Index_379_Parallel.png,Index_379_Back.png,Index_379_Front.png,30,1.2,6.8,0.8,0.1,1,10,0.8,3.4,2,2.1,0.7,-180,0.7,0.3,0.9,1.5,3845.314,1,83.333,0.735,0.92,75.201,17.591
380,Index_380_Parallel.png,Index_380_Back.png,Index_380_Front.png,45,1.7,7.1,0.9,0.8,0,40,1.8,6,1,0,0.2,-180,1.1,0.3,0.8,1.4,3872.545,6,85.494,1,0.698,57.678,22.18
381,Index_381_Parallel.png,Index_381_Back.png,Index_381_Front.png,45,2.3,5.3,0.7,0,2.6,40,1.8,6,0.9,0.2,0,-180,0.3,1.1,1.1,1.5,3873.617,9,85.665,1,0.682,57.147,22.701
382,Index_382_Parallel.png,Index_382_Back.png,Index_382_Front.png,40,2.6,4.2,0.4,1.1,2.6,40,1.8,6,0.9,0.1,0.1,-180,1.3,1.2,0.6,1.1,3885.706,8,86.385,1,0.645,55.348,25.033
383,Index_383_Parallel.png,Index_383_Back.png,Index_383_Front.png,30,1.3,6.2,0.8,1.4,0.3,35,2,4.7,0.9,0,1.5,-180,1.3,0.1,1.5,1.5,3911.26,2,84.122,0.994,0.926,74.513,17.323
384,Index_384_Parallel.png,Index_384_Back.png,Index_384_Front.png,50,1.8,7.5,0.9,0.3,0.1,25,1.8,3.8,1,0.3,2.1,-180,1.5,1.1,1.2,0.5,3933.21,8,86.008,1,0.543,53.639,25.986
385,Index_385_Parallel.png,Index_385_Back.png,Index_385_Front.png,40,1.9,5.7,0.9,1.7,0.5,40,1.8,6,0.8,0.1,0.1,-180,1,0.7,0.2,1.4,3934.229,7,86.317,1,0.611,53.643,26.136
386,Index_386_Parallel.png,Index_386_Back.png,Index_386_Front.png,65,2.3,7.6,0.7,0.3,0,10,0.8,3.4,2,2.3,0.5,-180,0.1,0.6,0.5,0.7,3938.829,7,87.517,1,0.42,50.978,34.505
387,Index_387_Parallel.png,Index_387_Back.png,Index_387_Front.png,60,2.1,7.7,0.9,0.1,0.1,25,1.1,6.1,0.9,0,0.1,-180,0.3,0.5,1.1,1.3,3960.066,7,85.871,1,0.552,52.31,26.422
388,Index_388_Parallel.png,Index_388_Back.png,Index_388_Front.png,70,2.5,7.6,0.5,0.3,0,20,1,5.4,1,0.7,0.1,-180,0.1,0.1,1.5,1.5,3964.303,7,86.077,1,0.583,53.6,25.927
389,Index_389_Parallel.png,Index_389_Back.png,Index_389_Front.png,30,2,4,1,2.2,1.7,10,0.8,3.4,2,0.8,2,-180,1.4,1,1.5,1.5,3980.501,1,83.265,0.725,0.889,75.551,17.782
390,Index_390_Parallel.png,Index_390_Back.png,Index_390_Front.png,30,2,4,1,0.7,3.2,40,1.9,5.7,1,0.3,0.2,-180,1.5,1.3,1.5,1.5,3997.847,3,84.362,1,0.867,70.967,18.049
391,Index_391_Parallel.png,Index_391_Back.png,Index_391_Front.png,60,2.6,6.2,0.4,0.7,1,25,1.7,4,1,1.3,0.9,-180,0.5,0.7,1.4,1.1,4000.325,8,86.214,1,0.562,55.929,25.374
392,Index_392_Parallel.png,Index_392_Back.png,Index_392_Front.png,30,2,4,0.8,2.3,1.6,10,0.6,4.5,2,0.2,1.5,-180,1.5,1.3,1.5,1.4,4014.349,3,83.539,0.741,0.895,74.464,18.013
393,Index_393_Parallel.png,Index_393_Back.png,Index_393_Front.png,30,1.3,6.2,1,0.1,1.6,10,0.8,3.4,2,2.7,0.1,-180,0.1,1.4,1.5,1,4018.671,1,83.402,0.762,0.901,76.727,17.622
394,Index_394_Parallel.png,Index_394_Back.png,Index_394_Front.png,30,1.2,6.8,0.8,0.1,1,35,2,4.7,0.9,0.2,1.3,-180,0.1,0.1,1.5,1.3,4024.843,3,84.362,1,0.923,74.282,17.59
395,Index_395_Parallel.png,Index_395_Back.png,Index_395_Front.png,40,1.4,7.7,1,0.2,0,35,1.6,5.9,0.9,0.2,0.1,-180,0.6,0.5,0.1,0.6,4033.924,7,86.934,1,0.559,50.86,30.705
396,Index_396_Parallel.png,Index_396_Back.png,Index_396_Front.png,65,2.3,7.6,0.7,0.2,0.1,15,0.7,5.8,2,0.4,0,-180,0.5,0.3,1.3,0.7,4047.692,8,86.488,1,0.506,54.336,27.514
397,Index_397_Parallel.png,Index_397_Back.png,Index_397_Front.png,30,1.6,5.1,1,0.8,2,40,1.8,6,1,0.1,0.1,-180,1.5,1.5,1.5,1.5,4056.147,2,84.362,1,0.877,71.919,17.986
398,Index_398_Parallel.png,Index_398_Back.png,Index_398_Front.png,30,1.2,6.8,0.8,0,1.1,40,1.8,6,1,0.1,0.1,-180,0.1,0.2,1.3,1.5,4067.347,3,84.534,1,0.92,73.917,17.786
399,Index_399_Parallel.png,Index_399_Back.png,Index_399_Front.png,60,2.2,7.4,0.8,0.1,0.4,10,0.8,3.4,2,1,1.8,-180,0.5,0.9,1,0.1,4104.439,7,87.311,1,0.407,50.915,34.614
400,Index_400_Parallel.png,Index_400_Back.png,Index_400_Front.png,50,1.8,7.5,0.9,0.1,0.3,25,1.1,6.1,1,0.1,0,-180,0.5,0.5,1,0.2,4117.858,8,87.003,1,0.5,51.289,31.686
401,Index_401_Parallel.png,Index_401_Back.png,Index_401_Front.png,50,2.4,5.6,0.6,1.2,1.1,25,1.8,3.8,0.8,0.4,2,-180,0.9,0.9,0.1,1.3,4125.08,9,86.797,1,0.481,52.455,30.258
402,Index_402_Parallel.png,Index_402_Back.png,Index_402_Front.png,65,2.3,7.6,0.7,0.2,0.1,10,0.8,3.4,2,2.8,0,-180,0.8,0.1,0.7,0.7,4127.033,8,87.174,1,0.432,51.885,32.824
403,Index_403_Parallel.png,Index_403_Back.png,Index_403_Front.png,45,2.5,4.9,0.5,1.6,1.4,40,1.8,6,0.9,0.2,0,-180,0.1,0.3,1,1.2,4129.635,6,86.351,1,0.685,55.916,25.128
404,Index_404_Parallel.png,Index_404_Back.png,Index_404_Front.png,45,1.8,6.8,0.8,1,0.1,35,1.6,5.9,0.8,0.2,0.1,-180,1.5,1.5,1.4,1.1,4133.977,5,85.254,1,0.654,57.336,22.791
405,Index_405_Parallel.png,Index_405_Back.png,Index_405_Front.png,60,2.1,7.7,0.9,0,0.2,10,0.8,3.4,2,1.7,1.1,-180,0.3,0.4,0.2,0.7,4165.528,6,87.517,1,0.404,50.685,36.299
406,Index_406_Parallel.png,Index_406_Back.png,Index_406_Front.png,45,2.4,5.1,0.6,0.6,2.2,25,1.2,5.6,1,0.5,0.1,-180,0.3,1.4,0.5,0.1,4171.441,7,87.483,1,0.466,50.759,35.077
407,Index_407_Parallel.png,Index_407_Back.png,Index_407_Front.png,70,2.5,7.6,0.5,0.3,0,10,0.6,4.5,2,1.2,0.5,-180,0.6,0.2,1,1.1,4186.19,9,86.694,1,0.472,54.384,28.943
408,Index_408_Parallel.png,Index_408_Back.png,Index_408_Front.png,30,2,4,1,3.8,0.1,10,0.8,3.4,2,2.6,0.2,-180,0.9,0.7,1.4,1.5,4189.603,2,83.505,0.62,0.883,74.71,18.744
409,Index_409_Parallel.png,Index_409_Back.png,Index_409_Front.png,65,2.3,7.6,0.7,0.3,0,10,0.8,3.4,2,1.7,1.1,-180,0.6,1,1,0.7,4198.596,9,86.728,1,0.454,53.108,30.175
410,Index_410_Parallel.png,Index_410_Back.png,Index_410_Front.png,55,1.9,7.8,1,0,0.1,30,1.4,5.8,0.8,0.2,0.2,-180,0.2,0.3,1.5,1.2,4203.322,6,85.46,1,0.611,55.81,24.147
411,Index_411_Parallel.png,Index_411_Back.png,Index_411_Front.png,35,1.7,5.6,1,2.3,0,40,1.8,6,0.8,0.2,0,-180,1.3,1.4,0.3,0.8,4208.002,7,86.385,1,0.617,53.715,27.114
412,Index_412_Parallel.png,Index_412_Back.png,Index_412_Front.png,50,1.9,7.1,0.9,0.8,0,30,1.5,5.4,1,0.2,0.6,-180,1.2,1.5,1.4,1.5,4215.011,4,84.808,1,0.698,60.587,21.182
413,Index_413_Parallel.png,Index_413_Back.png,Index_413_Front.png,45,2.5,4.9,0.5,1.4,1.6,30,1.4,5.8,1,0,0.4,-180,1.5,1.5,0.3,1.3,4218.97,8,86.488,1,0.565,53.856,27.828
414,Index_414_Parallel.png,Index_414_Back.png,Index_414_Front.png,60,2.1,7.7,0.9,0,0.2,15,1.2,3.4,0.9,1.5,1.3,-180,0.8,0.7,1.5,0.2,4223.14,9,86.488,1,0.451,51.23,30.935
415,Index_415_Parallel.png,Index_415_Back.png,Index_415_Front.png,60,2.6,6.2,0.4,0.3,1.4,10,0.6,4.5,2,0.7,1,-180,1.1,0.3,0.1,0.8,4237.172,6,87.689,1,0.407,51.781,36.443
416,Index_416_Parallel.png,Index_416_Back.png,Index_416_Front.png,30,2,4,0.8,3.2,0.7,40,2,5.4,1,0,0.8,-180,0.1,0.1,1.5,1.5,4248.688,3,84.945,1,0.886,71.538,18.662
417,Index_417_Parallel.png,Index_417_Back.png,Index_417_Front.png,50,1.8,7.5,1,0,0.4,20,1.5,3.6,0.9,0.7,1.9,-180,0.8,1.5,1.2,0.1,4263.919,10,86.557,1,0.457,51.822,30.788
418,Index_418_Parallel.png,Index_418_Back.png,Index_418_Front.png,30,2,4,0.8,0.8,3.1,15,0.7,5.8,2,0,0.4,-180,0.7,1.5,1.5,1.3,4265.63,3,83.882,0.904,0.889,75.271,17.847
419,Index_419_Parallel.png,Index_419_Back.png,Index_419_Front.png,30,1.5,5.4,0.8,2.3,0.2,15,0.8,5.1,2,0.9,0.2,-180,0.6,0.5,1.5,1,4266.336,2,83.745,0.858,0.892,74.752,17.97
420,Index_420_Parallel.png,Index_420_Back.png,Index_420_Front.png,70,2.6,7.3,0.4,0.1,0.5,10,0.6,4.5,2,0.1,1.6,-180,0.5,0.8,0.9,1.5,4270.21,8,86.351,1,0.485,55.813,27.296
421,Index_421_Parallel.png,Index_421_Back.png,Index_421_Front.png,30,1.3,6.2,0.8,0,1.7,35,2,4.7,0.9,0,1.5,-180,0.1,0.2,1.5,1.4,4280.394,2,84.328,1,0.926,74.425,17.823
422,Index_422_Parallel.png,Index_422_Back.png,Index_422_Front.png,45,1.9,6.4,1,1.3,0.2,30,1.7,4.8,1,0.2,1.2,-180,1.4,0.6,0.4,1.1,4286.946,7,86.111,1,0.577,54.477,26.611
423,Index_423_Parallel.png,Index_423_Back.png,Index_423_Front.png,30,2,4,0.8,1.4,2.5,10,0.8,3.4,2,1.8,1,-180,1.4,0.7,1.4,1.5,4296.033,1,83.471,0.744,0.889,74.969,18.254
424,Index_424_Parallel.png,Index_424_Back.png,Index_424_Front.png,55,1.9,7.8,1,0.1,0,25,1.8,3.8,0.8,1.3,1.1,-180,0.7,0.3,0.7,1.4,4307.294,7,85.734,1,0.543,55.185,25.756
425,Index_425_Parallel.png,Index_425_Back.png,Index_425_Front.png,30,2,4,1,2.5,1.4,40,1.8,6,0.8,0.1,0.1,-180,1.5,1.3,0.1,0.1,4310.851,7,86.934,1,0.546,52.224,30.926
426,Index_426_Parallel.png,Index_426_Back.png,Index_426_Front.png,30,1.2,6.8,0.8,0.2,0.9,40,2,5.4,0.8,0.3,0.5,-180,0.1,0.2,1.5,1.4,4316.363,2,84.499,1,0.901,72.767,18.218
427,Index_427_Parallel.png,Index_427_Back.png,Index_427_Front.png,30,2,4,1,2.9,1,35,2,4.7,1,0.9,0.6,-180,0.8,0.7,1.5,1.5,4317.15,2,84.294,0.994,0.873,73.72,18.069
428,Index_428_Parallel.png,Index_428_Back.png,Index_428_Front.png,40,2.5,4.3,0.5,3.1,0.5,40,1.8,6,0.8,0.1,0.1,-180,1,0.8,0.3,1.2,4331.611,7,86.626,1,0.636,55.487,27.016
429,Index_429_Parallel.png,Index_429_Back.png,Index_429_Front.png,45,1.6,7.6,1,0.2,0.1,30,1.4,5.8,0.9,0.2,0.2,-180,0.8,1.5,0.1,1.3,4333.277,6,86.111,1,0.552,51.839,28.601
430,Index_430_Parallel.png,Index_430_Back.png,Index_430_Front.png,65,2.6,6.8,0.4,0.9,0.2,10,0.8,3.4,2,2.2,0.6,-180,0.9,1.4,1,1,4336.129,8,86.591,1,0.481,55.195,28.575
431,Index_431_Parallel.png,Index_431_Back.png,Index_431_Front.png,60,2.1,7.7,0.8,0,0.2,20,1.1,4.9,1,1.1,0.2,-180,0.3,0.1,1.5,0.5,4341.737,8,86.385,1,0.537,52.744,28.953
432,Index_432_Parallel.png,Index_432_Back.png,Index_432_Front.png,60,2.1,7.7,0.9,0.2,0,15,1,4,1,2.1,0.1,-180,0.3,0.7,0.1,1.5,4353.697,8,86.797,1,0.469,51.682,31.989
433,Index_433_Parallel.png,Index_433_Back.png,Index_433_Front.png,55,2.5,5.9,0.5,1.7,0.3,25,1.7,4,1,1.1,1.1,-180,1.2,0.8,1,1.2,4356.557,7,86.145,1,0.608,56.643,25.571
434,Index_434_Parallel.png,Index_434_Back.png,Index_434_Front.png,50,2.4,5.6,0.6,2.1,0.2,30,1.4,5.8,0.8,0.1,0.3,-180,0.2,1.3,0.5,1.3,4358.562,7,86.591,1,0.574,53.454,28.778
435,Index_435_Parallel.png,Index_435_Back.png,Index_435_Front.png,35,1.7,5.6,1,1.8,0.5,40,1.8,6,1,0.1,0.1,-180,1.1,1.3,0.6,0.9,4378.461,7,85.768,1,0.698,57.789,23.774
436,Index_436_Parallel.png,Index_436_Back.png,Index_436_Front.png,55,2.4,6.2,0.6,1.1,0.6,10,0.8,3.4,2,2.2,0.6,-180,1.5,0.6,0.1,0.5,4382.596,4,87.654,1,0.401,51.101,37.893
437,Index_437_Parallel.png,Index_437_Back.png,Index_437_Front.png,45,2.3,5.3,0.7,0,2.6,35,1.8,5.2,0.9,0.8,0.2,-180,0.4,1.1,1.5,0.7,4382.899,6,85.905,1,0.657,57.542,24.4
438,Index_438_Parallel.png,Index_438_Back.png,Index_438_Front.png,55,1.9,7.8,0.9,0.1,0,15,1.2,3.4,0.8,1.2,1.6,-180,1.4,1,1.2,0.3,4389.935,9,86.454,1,0.46,51.827,30.91
439,Index_439_Parallel.png,Index_439_Back.png,Index_439_Front.png,30,2,4,0.8,1,2.9,10,0.8,3.4,2,2.2,0.6,-180,0.8,0.9,1.4,1.5,4391.046,2,83.539,0.716,0.892,75.12,18.5
440,Index_440_Parallel.png,Index_440_Back.png,Index_440_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4402.457,39,86.283,1,0.525,53.45,28.538
441,Index_441_Parallel.png,Index_441_Back.png,Index_441_Front.png,30,1.6,5.1,0.8,1.9,0.9,40,2,5.4,1,0,0.8,-180,1.5,1.5,1.2,0.3,4405.751,5,85.562,1,0.769,62.216,21.733
442,Index_442_Parallel.png,Index_442_Back.png,Index_442_Front.png,30,1.2,6.8,1,0,1.1,40,2,5.4,1,0.3,0.5,-180,1.5,0.1,0.1,0.2,4406.693,6,86.866,1,0.636,53.489,29.177
443,Index_443_Parallel.png,Index_443_Back.png,Index_443_Front.png,55,2.2,6.7,0.8,0.5,0.7,25,1.1,6.1,0.9,0,0.1,-180,0.5,0.1,0.7,1.2,4415.741,7,86.283,1,0.528,52.375,29.273
444,Index_444_Parallel.png,Index_444_Back.png,Index_444_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4419.908,35,86.283,1,0.528,53.495,28.538
445,Index_445_Parallel.png,Index_445_Back.png,Index_445_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4421.19,38,86.283,1,0.531,53.453,28.538
446,Index_446_Parallel.png,Index_446_Back.png,Index_446_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4427.349,39,86.283,1,0.534,53.436,28.538
447,Index_447_Parallel.png,Index_447_Back.png,Index_447_Front.png,60,2.1,7.7,0.8,0.2,0,15,0.7,5.8,2,0.4,0,-180,1.3,0.4,0.8,1.2,4429.348,7,85.871,1,0.531,56.111,26.059
448,Index_448_Parallel.png,Index_448_Back.png,Index_448_Front.png,30,1.9,4.3,1,1.6,2,40,1.8,6,1,0.2,0,-180,1.2,1.5,1.5,1.5,4430.935,3,84.362,1,0.867,70.923,18.576
449,Index_449_Parallel.png,Index_449_Back.png,Index_449_Front.png,35,2.2,4.3,0.8,2.8,0.8,40,1.8,6,0.9,0,0.2,-180,0.9,0.1,0.4,0.4,4433.974,6,86.968,1,0.639,54.669,28.822
450,Index_450_Parallel.png,Index_450_Back.png,Index_450_Front.png,35,1.3,7.3,0.9,0.2,0.4,35,2,4.7,0.8,1.2,0.3,-180,1.1,0.6,1.5,1.5,4434.72,2,83.916,1,0.873,73.198,17.996
451,Index_451_Parallel.png,Index_451_Back.png,Index_451_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4437.573,38,86.283,1,0.537,53.442,28.538
452,Index_452_Parallel.png,Index_452_Back.png,Index_452_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4438.156,35,86.283,1,0.534,53.495,28.538
453,Index_453_Parallel.png,Index_453_Back.png,Index_453_Front.png,55,1.9,7.8,0.8,0.1,0,25,1.3,5.2,0.9,0.7,0.3,-180,1.5,0.6,1.4,1,4438.64,4,85.254,1,0.593,55.66,24.588
454,Index_454_Parallel.png,Index_454_Back.png,Index_454_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4438.984,22,86.283,1,0.531,53.549,28.538
455,Index_455_Parallel.png,Index_455_Back.png,Index_455_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4439.654,34,86.283,1,0.534,53.503,28.538
456,Index_456_Parallel.png,Index_456_Back.png,Index_456_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4441.759,36,86.283,1,0.54,53.416,28.538
457,Index_457_Parallel.png,Index_457_Back.png,Index_457_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4443.741,37,86.283,1,0.537,53.476,28.538
458,Index_458_Parallel.png,Index_458_Back.png,Index_458_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4444.803,28,86.283,1,0.534,53.531,28.538
459,Index_459_Parallel.png,Index_459_Back.png,Index_459_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4445.173,36,86.283,1,0.537,53.483,28.538
460,Index_460_Parallel.png,Index_460_Back.png,Index_460_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4445.85,35,86.283,1,0.54,53.438,28.538
461,Index_461_Parallel.png,Index_461_Back.png,Index_461_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4446.706,34,86.283,1,0.54,53.442,28.538
462,Index_462_Parallel.png,Index_462_Back.png,Index_462_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4446.782,35,86.283,1,0.537,53.492,28.538
463,Index_463_Parallel.png,Index_463_Back.png,Index_463_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4447.718,22,86.283,1,0.534,53.546,28.538
464,Index_464_Parallel.png,Index_464_Back.png,Index_464_Front.png,50,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0.8,0.8,0.8,0.8,4448.201,14,86.283,1,0.531,53.599,28.538
