in:Index,img:Output1,img:Output2,img:Output3,out:WWR_Skylight,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Frame_BL,out:Frame_BR,out:Frame_TR,out:Frame_TL,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF
1235,Index_1235_Parallel.png,Index_1235_Back.png,Index_1235_Front.png,30,2,4,1,3,0.9,15,1.2,3.4,0.9,2.8,0,-180,1.1,1.2,0.3,0.2,12205.439,0,85.7,1,0.71,65.913,35.628
1236,Index_1236_Parallel.png,Index_1236_Back.png,Index_1236_Front.png,30,1.7,4.8,0.9,0,3.1,10,0.8,3.4,2,1.8,1,-180,1.5,1.5,0.1,0.1,12245.83,4,85.905,0.991,0.698,64.78,37.573
1237,Index_1237_Parallel.png,Index_1237_Back.png,Index_1237_Front.png,30,1.5,5.4,0.9,2.1,0.4,10,0.8,3.4,2,2.7,0.1,-180,0.7,0.4,0.5,0.2,12289.846,1,85.288,0.963,0.759,68.973,32.62
1238,Index_1238_Parallel.png,Index_1238_Back.png,Index_1238_Front.png,30,2,4,0.8,3.4,0.5,10,0.8,3.4,2,1.1,1.7,-180,0.2,0.5,0.4,0.4,12318.16,0,85.391,0.92,0.781,69.93,32.856
1239,Index_1239_Parallel.png,Index_1239_Back.png,Index_1239_Front.png,30,1.2,6.8,1,0,1.1,10,0.7,3.9,2,2.1,0.2,-180,1.5,0.4,0.1,0.1,12318.312,2,85.871,0.997,0.673,63.86,38.499
1240,Index_1240_Parallel.png,Index_1240_Back.png,Index_1240_Front.png,35,1.3,7.3,0.8,0.6,0,10,0.7,3.9,2,0.1,2.2,-180,0.2,0.1,0.1,0.1,12324.593,0,86.42,1,0.698,63.943,40.599
1241,Index_1241_Parallel.png,Index_1241_Back.png,Index_1241_Front.png,30,2,4,1,1.5,2.4,10,0.8,3.4,2,0.4,2.4,-180,0.4,1.1,0.8,0.1,12327.603,0,85.151,0.978,0.744,69.678,31.91
1242,Index_1242_Parallel.png,Index_1242_Back.png,Index_1242_Front.png,30,2,4,0.9,1.9,2,10,0.8,3.4,2,0.7,2.1,-180,0.1,0.1,0.3,0.9,12374.009,0,85.014,0.96,0.784,71.574,30.584
1243,Index_1243_Parallel.png,Index_1243_Back.png,Index_1243_Front.png,30,1.3,6.2,1,0,1.7,10,0.6,4.5,2,0.1,1.6,-180,1.5,0.4,0.1,0.1,12380.987,2,85.837,1,0.679,64.452,37.908
1244,Index_1244_Parallel.png,Index_1244_Back.png,Index_1244_Front.png,30,2,4,0.9,1.2,2.7,10,0.8,3.4,2,0.6,2.2,-180,0.4,0.1,0.9,0.3,12383.471,0,84.842,0.966,0.79,71.541,30.045
1245,Index_1245_Parallel.png,Index_1245_Back.png,Index_1245_Front.png,30,2,4,1,0.6,3.3,10,0.6,4.5,2,0.1,1.6,-180,1.4,1.3,0.1,0.1,12388.914,1,85.7,0.997,0.676,65.809,36.55
1246,Index_1246_Parallel.png,Index_1246_Back.png,Index_1246_Front.png,30,2,4,1,1.7,2.2,10,0.8,3.4,2,2.3,0.5,-180,0.1,1.5,0.7,0.1,12396.394,0,85.254,0.978,0.728,69.298,32.673
1247,Index_1247_Parallel.png,Index_1247_Back.png,Index_1247_Front.png,30,1.2,6.8,1,1,0.1,10,0.8,3.4,2,0.5,2.3,-180,1.2,0.1,0.1,0.6,12398.291,0,85.082,0.957,0.762,68.202,32.608
1248,Index_1248_Parallel.png,Index_1248_Back.png,Index_1248_Front.png,30,2,4,0.9,2.2,1.7,10,0.7,3.9,2,0.7,1.6,-180,1.5,0.7,0.1,0.1,12413.648,1,85.802,1,0.679,65.996,36.786
1249,Index_1249_Parallel.png,Index_1249_Back.png,Index_1249_Front.png,30,1.4,5.8,0.9,0.5,1.6,10,0.8,3.4,2,1.1,1.7,-180,1.4,0.4,0.1,0.1,12413.754,2,85.974,0.997,0.685,64.689,38.351
1250,Index_1250_Parallel.png,Index_1250_Back.png,Index_1250_Front.png,30,2,4,1,0.9,3,10,0.8,3.4,2,0.2,2.6,-180,1.2,0.2,0.6,0.2,12424.142,0,85.185,0.981,0.735,69.45,32.327
1251,Index_1251_Parallel.png,Index_1251_Back.png,Index_1251_Front.png,30,2,4,1,1,2.9,10,0.8,3.4,2,0.8,2,-180,1.5,1.4,0.2,0.1,12434.839,0,85.562,1,0.67,66.057,35.995
1252,Index_1252_Parallel.png,Index_1252_Back.png,Index_1252_Front.png,30,1.4,5.8,0.9,0,2.1,10,0.6,4.5,2,1.2,0.5,-180,0.1,1.5,0.1,0.1,12471.027,2,86.008,0.994,0.701,65.066,38.167
1253,Index_1253_Parallel.png,Index_1253_Back.png,Index_1253_Front.png,30,2,4,1,2.4,1.5,10,0.8,3.4,2,1.9,0.9,-180,0.5,0.7,0.8,0.1,12480.738,0,85.082,0.972,0.738,69.986,31.949
1254,Index_1254_Parallel.png,Index_1254_Back.png,Index_1254_Front.png,30,2,4,0.8,1.8,2.1,10,0.8,3.4,2,1.9,0.9,-180,1.5,1.4,0.1,0.1,12498.684,0,85.768,1,0.691,66.019,36.62
1255,Index_1255_Parallel.png,Index_1255_Back.png,Index_1255_Front.png,30,1.8,4.5,1,1.9,1.5,10,0.6,4.5,2,0.3,1.4,-180,0.5,1.2,0.1,0.1,12540.884,2,85.905,1,0.679,65.741,37.62
1256,Index_1256_Parallel.png,Index_1256_Back.png,Index_1256_Front.png,30,1.9,4.3,0.9,0.1,3.5,10,0.8,3.4,2,2.2,0.6,-180,1.2,0.8,0.1,0.1,12552.674,4,85.905,0.985,0.698,65.896,37.518
1257,Index_1257_Parallel.png,Index_1257_Back.png,Index_1257_Front.png,30,1.3,6.2,1,0,1.7,10,0.6,4.5,2,1.2,0.5,-180,0.2,1.4,0.1,0.1,12561.676,2,85.871,0.997,0.679,64.932,38.125
1258,Index_1258_Parallel.png,Index_1258_Back.png,Index_1258_Front.png,30,1.4,5.8,0.9,1.3,0.8,10,0.6,4.5,2,0.1,1.6,-180,0.2,1.3,0.1,0.2,12566.974,1,85.871,0.994,0.713,65.896,37.032
1259,Index_1259_Parallel.png,Index_1259_Back.png,Index_1259_Front.png,30,1.8,4.5,0.8,0.1,3.3,10,0.7,3.9,2,0.7,1.6,-180,1.2,0.1,0.4,0.2,12573.191,0,85.528,0.975,0.759,68.56,33.881
1260,Index_1260_Parallel.png,Index_1260_Back.png,Index_1260_Front.png,30,2,4,1,0.7,3.2,10,0.6,4.5,2,1.1,0.6,-180,0.1,1.4,0.1,0.4,12591.245,1,85.562,0.991,0.698,67.998,34.886
1261,Index_1261_Parallel.png,Index_1261_Back.png,Index_1261_Front.png,30,2,4,0.9,0,3.9,10,0.6,4.5,2,0.8,0.9,-180,1.1,1.5,0.2,0.1,12597.763,1,85.7,0.985,0.722,66.819,35.854
1262,Index_1262_Parallel.png,Index_1262_Back.png,Index_1262_Front.png,30,1.2,6.8,0.8,0.8,0.3,10,0.8,3.4,2,2,0.8,-180,0.5,0.2,0.3,0.4,12600.615,0,85.014,0.951,0.79,69.277,31.976
1263,Index_1263_Parallel.png,Index_1263_Back.png,Index_1263_Front.png,30,1.2,6.8,0.9,1.1,0,10,0.6,4.5,2,0.1,1.6,-180,1.5,0.2,0.1,0.2,12605.979,1,85.871,0.994,0.731,65.466,37.127
1264,Index_1264_Parallel.png,Index_1264_Back.png,Index_1264_Front.png,30,2,4,0.9,3.9,0,10,0.8,3.4,2,1.7,1.1,-180,1.5,1.5,0.1,0.2,12618.969,1,85.7,0.954,0.753,67.445,35.583
1265,Index_1265_Parallel.png,Index_1265_Back.png,Index_1265_Front.png,30,1.9,4.3,1,3,0.6,10,0.8,3.4,2,1.6,1.2,-180,1.1,1.5,0.1,0.1,12627.407,2,85.802,0.994,0.704,65.768,37.083
1266,Index_1266_Parallel.png,Index_1266_Back.png,Index_1266_Front.png,30,1.7,4.8,0.8,2.4,0.7,10,0.8,3.4,2,0.9,1.9,-180,1,0.7,0.4,0.1,12634.841,1,85.597,0.969,0.741,67.441,35.163
1267,Index_1267_Parallel.png,Index_1267_Back.png,Index_1267_Front.png,30,1.5,5.4,0.8,0,2.5,10,0.8,3.4,2,1.1,1.7,-180,1.5,1.2,0.1,0.1,12640.659,0,85.802,1,0.719,64.682,37.518
1268,Index_1268_Parallel.png,Index_1268_Back.png,Index_1268_Front.png,30,2,4,1,2.1,1.8,10,0.8,3.4,2,1.5,1.3,-180,0.1,0.1,0.5,0.6,12667.84,0,85.082,0.972,0.772,71.26,31.289
1269,Index_1269_Parallel.png,Index_1269_Back.png,Index_1269_Front.png,30,2,4,0.8,0.1,3.8,10,0.8,3.4,2,2.3,0.5,-180,1.4,1,0.1,0.1,12685.871,2,85.837,0.975,0.716,66.579,36.93
1270,Index_1270_Parallel.png,Index_1270_Back.png,Index_1270_Front.png,30,1.7,4.8,1,2.9,0.2,10,0.7,3.9,2,0.2,2.1,-180,0.5,0.8,0.2,0.2,12720.357,1,85.7,0.96,0.735,67.346,35.972
1271,Index_1271_Parallel.png,Index_1271_Back.png,Index_1271_Front.png,30,1.2,6.8,1,0,1.1,10,0.6,4.5,2,1.7,0,-180,1.3,0.1,0.3,0.1,12726.54,0,85.597,1,0.704,66.024,36.205
1272,Index_1272_Parallel.png,Index_1272_Back.png,Index_1272_Front.png,30,1.7,4.8,0.9,1.6,1.5,10,0.8,3.4,2,0,2.8,-180,0.8,0.1,0.2,0.5,12751.686,0,85.391,0.975,0.747,68.743,33.771
1273,Index_1273_Parallel.png,Index_1273_Back.png,Index_1273_Front.png,30,2,4,0.8,2.2,1.7,10,0.8,3.4,2,0.1,2.7,-180,1,1,0.1,0.1,12767.475,2,85.871,0.985,0.707,66.352,37.351
1274,Index_1274_Parallel.png,Index_1274_Back.png,Index_1274_Front.png,30,2,4,0.9,0.2,3.7,10,0.7,3.9,2,1.6,0.7,-180,1.5,0.4,0.1,0.1,12768.996,2,85.837,0.988,0.694,66.557,37.209
1275,Index_1275_Parallel.png,Index_1275_Back.png,Index_1275_Front.png,30,1.5,5.4,1,1.9,0.6,10,0.7,3.9,2,0.4,1.9,-180,1.1,0.5,0.2,0.1,12772.05,1,85.734,0.985,0.71,65.857,37.083
1276,Index_1276_Parallel.png,Index_1276_Back.png,Index_1276_Front.png,30,2,4,0.8,0.7,3.2,10,0.8,3.4,2,0,2.8,-180,1.4,1.2,0.1,0.1,12778.431,0,85.665,0.994,0.698,66.221,36.616
1277,Index_1277_Parallel.png,Index_1277_Back.png,Index_1277_Front.png,30,2,4,0.8,2.2,1.7,10,0.8,3.4,2,0.5,2.3,-180,0.7,1.5,0.1,0.1,12784.635,2,85.837,0.994,0.698,66.396,37.199
1278,Index_1278_Parallel.png,Index_1278_Back.png,Index_1278_Front.png,30,2,4,1,1.5,2.4,10,0.8,3.4,2,1.2,1.6,-180,0.1,0.2,0.8,0.2,12811.045,0,85.219,0.963,0.762,70.95,32.239
1279,Index_1279_Parallel.png,Index_1279_Back.png,Index_1279_Front.png,30,2,4,0.8,1.9,2,10,0.8,3.4,2,2,0.8,-180,0.4,1.1,0.2,0.3,12845.745,0,85.562,0.994,0.735,68.242,34.66
1280,Index_1280_Parallel.png,Index_1280_Back.png,Index_1280_Front.png,30,2,4,0.8,0.8,3.1,10,0.7,3.9,2,1.2,1.1,-180,0.2,1.4,0.1,0.1,12854.517,1,85.94,0.994,0.713,66.767,37.292
1281,Index_1281_Parallel.png,Index_1281_Back.png,Index_1281_Front.png,30,1.2,6.8,0.8,0,1.1,10,0.8,3.4,2,0.1,2.7,-180,1.3,0.2,0.1,0.2,12858.064,1,85.871,0.985,0.725,65.727,37.67
1282,Index_1282_Parallel.png,Index_1282_Back.png,Index_1282_Front.png,30,1.3,6.2,0.9,1.4,0.3,10,0.8,3.4,2,1.9,0.9,-180,1.3,1,0.1,0.1,12859.498,1,85.905,0.997,0.707,64.524,38.73
1283,Index_1283_Parallel.png,Index_1283_Back.png,Index_1283_Front.png,30,2,4,1,2.6,1.3,10,0.8,3.4,2,0.2,2.6,-180,0.3,0.1,0.4,0.5,12871.067,0,85.185,0.954,0.759,70.245,32.716
1284,Index_1284_Parallel.png,Index_1284_Back.png,Index_1284_Front.png,30,1.6,5.1,0.8,1.1,1.7,10,0.8,3.4,2,2.5,0.3,-180,0.4,0.4,0.6,0.1,12880.677,0,85.425,0.969,0.769,69.196,33.681
1285,Index_1285_Parallel.png,Index_1285_Back.png,Index_1285_Front.png,30,1.2,6.8,0.9,0.1,1,10,0.8,3.4,2,0.3,2.5,-180,1.3,0.1,0.1,0.1,12884.727,2,86.008,0.994,0.701,64.725,39.244
1286,Index_1286_Parallel.png,Index_1286_Back.png,Index_1286_Front.png,30,2,4,1,0.9,3,10,0.8,3.4,2,2.1,0.7,-180,0.9,0.1,0.6,0.1,12892.935,0,85.322,0.978,0.719,69.238,33.81
1287,Index_1287_Parallel.png,Index_1287_Back.png,Index_1287_Front.png,30,1.4,5.8,1,1,1.1,10,0.8,3.4,2,1.3,1.5,-180,0.4,0.2,0.3,0.3,12905.798,0,85.322,0.978,0.731,68.662,33.982
1288,Index_1288_Parallel.png,Index_1288_Back.png,Index_1288_Front.png,30,1.3,6.2,1,0.1,1.6,10,0.8,3.4,2,0,2.8,-180,0.2,1.4,0.1,0.1,12928.091,1,85.837,1,0.679,64.883,38.685
1289,Index_1289_Parallel.png,Index_1289_Back.png,Index_1289_Front.png,30,2,4,1,2.1,1.8,10,0.6,4.5,2,1.2,0.5,-180,0.2,0.4,0.5,0.2,12929.143,0,85.46,0.985,0.725,69.552,33.995
1290,Index_1290_Parallel.png,Index_1290_Back.png,Index_1290_Front.png,30,2,4,0.9,3.5,0.4,10,0.8,3.4,2,0,2.8,-180,1.2,0.1,0.4,0.1,12946.987,0,85.562,0.926,0.753,68.188,35.649
1291,Index_1291_Parallel.png,Index_1291_Back.png,Index_1291_Front.png,30,1.9,4.3,0.8,0.1,3.5,10,0.8,3.4,2,1.4,1.4,-180,1.1,0.9,0.1,0.2,12958.4,1,85.802,0.991,0.716,66.602,37.031
1292,Index_1292_Parallel.png,Index_1292_Back.png,Index_1292_Front.png,30,1.3,6.2,0.8,1.2,0.5,10,0.7,3.9,2,1.6,0.7,-180,1.5,0.2,0.1,0.1,12959.244,0,85.94,0.991,0.728,65.257,38.334
1293,Index_1293_Parallel.png,Index_1293_Back.png,Index_1293_Front.png,30,1.3,6.2,0.8,1.6,0.1,10,0.6,4.5,2,0.9,0.8,-180,0.2,1.4,0.1,0.3,12964.902,0,85.7,0.981,0.756,67.16,35.893
1294,Index_1294_Parallel.png,Index_1294_Back.png,Index_1294_Front.png,30,1.2,6.8,0.9,0.9,0.2,10,0.8,3.4,2,0,2.8,-180,0.1,0.1,0.1,0.5,12971.622,0,85.425,0.938,0.781,69.27,34.081
1295,Index_1295_Parallel.png,Index_1295_Back.png,Index_1295_Front.png,30,1.8,4.5,0.8,1.3,2.1,10,0.8,3.4,2,1.7,1.1,-180,0.1,0.1,0.3,0.6,12988.357,0,85.322,0.96,0.787,70.643,32.722
1296,Index_1296_Parallel.png,Index_1296_Back.png,Index_1296_Front.png,30,1.4,5.8,0.9,0.1,2,10,0.6,4.5,2,1.2,0.5,-180,1.2,0.1,0.1,0.1,12988.583,1,85.905,0.994,0.71,65.465,38.318
1297,Index_1297_Parallel.png,Index_1297_Back.png,Index_1297_Front.png,30,1.3,6.2,0.9,1,0.7,10,0.8,3.4,2,1.5,1.3,-180,0.2,1.5,0.1,0.1,13010.013,2,85.974,0.994,0.701,65.063,39.092
1298,Index_1298_Parallel.png,Index_1298_Back.png,Index_1298_Front.png,30,1.3,6.2,1,0.8,0.9,10,0.8,3.4,2,1.2,1.6,-180,1.5,0.1,0.1,0.1,13016.694,1,85.802,1,0.685,64.821,38.656
1299,Index_1299_Parallel.png,Index_1299_Back.png,Index_1299_Front.png,30,2,4,0.8,0.4,3.5,10,0.6,4.5,2,0.6,1.1,-180,1.5,0.1,0.3,0.1,13018.655,0,85.631,0.991,0.728,67.884,35.528
1300,Index_1300_Parallel.png,Index_1300_Back.png,Index_1300_Front.png,30,1.4,5.8,0.9,1.9,0.2,10,0.8,3.4,2,0.1,2.7,-180,0.1,1.4,0.1,0.2,13029.775,2,85.871,0.969,0.735,66.334,37.71
1301,Index_1301_Parallel.png,Index_1301_Back.png,Index_1301_Front.png,30,2,4,0.9,2.7,1.2,10,0.6,4.5,2,0.4,1.3,-180,1.5,0.2,0.1,0.1,13040.736,3,85.871,0.991,0.698,66.421,37.856
1302,Index_1302_Parallel.png,Index_1302_Back.png,Index_1302_Front.png,30,2,4,0.9,2.8,1.1,10,0.8,3.4,2,2.7,0.1,-180,0.4,0.5,0.4,0.3,13044.243,0,85.391,0.972,0.75,69.53,33.835
1303,Index_1303_Parallel.png,Index_1303_Back.png,Index_1303_Front.png,30,2,4,1,2.8,1.1,10,0.8,3.4,2,1.3,1.5,-180,0.2,0.1,0.8,0.1,13052.275,0,85.288,0.951,0.75,70.411,33.377
1304,Index_1304_Parallel.png,Index_1304_Back.png,Index_1304_Front.png,30,2,4,1,0.7,3.2,10,0.8,3.4,2,2.5,0.3,-180,0.2,1.5,0.1,0.2,13058.671,0,85.7,0.985,0.685,66.859,37.184
1305,Index_1305_Parallel.png,Index_1305_Back.png,Index_1305_Front.png,30,2,4,1,0.6,3.3,10,0.6,4.5,2,0,1.7,-180,1.3,0.1,0.3,0.2,13059.139,0,85.528,0.991,0.716,68.111,35.256
1306,Index_1306_Parallel.png,Index_1306_Back.png,Index_1306_Front.png,30,1.5,5.4,0.8,0,2.5,10,0.8,3.4,2,2.3,0.5,-180,1.4,0.1,0.3,0.1,13070.383,1,85.597,0.972,0.738,67.047,36.15
1307,Index_1307_Parallel.png,Index_1307_Back.png,Index_1307_Front.png,30,1.2,6.8,0.9,1.1,0,10,0.8,3.4,2,1.4,1.4,-180,1.5,0.1,0.1,0.1,13075.221,0,86.008,0.994,0.725,64.894,39.117
1308,Index_1308_Parallel.png,Index_1308_Back.png,Index_1308_Front.png,30,1.5,5.4,0.9,1,1.5,10,0.8,3.4,2,2,0.8,-180,0.7,0.1,0.1,0.4,13076.438,0,85.597,0.985,0.738,67.974,35.421
1309,Index_1309_Parallel.png,Index_1309_Back.png,Index_1309_Front.png,30,2,4,0.8,2.5,1.4,10,0.7,3.9,2,0.5,1.8,-180,0.6,0.5,0.1,0.2,13084.897,1,85.802,0.975,0.725,67.581,36.761
1310,Index_1310_Parallel.png,Index_1310_Back.png,Index_1310_Front.png,30,1.2,6.8,1,0.1,1,10,0.8,3.4,2,1.8,1,-180,1.4,0.1,0.1,0.1,13117.265,1,85.871,0.997,0.676,64.313,39.738
1311,Index_1311_Parallel.png,Index_1311_Back.png,Index_1311_Front.png,30,2,4,0.8,1.9,2,10,0.6,4.5,2,0.9,0.8,-180,0.1,1.1,0.1,0.3,13123.61,0,85.734,0.997,0.731,68.014,35.882
1312,Index_1312_Parallel.png,Index_1312_Back.png,Index_1312_Front.png,30,2,4,1,2.4,1.5,10,0.6,4.5,2,0,1.7,-180,0.1,1.4,0.1,0.1,13131.057,2,85.871,0.991,0.682,66.62,38.125
1313,Index_1313_Parallel.png,Index_1313_Back.png,Index_1313_Front.png,30,2,4,0.9,2.1,1.8,10,0.8,3.4,2,0.8,2,-180,0.1,0.4,0.7,0.2,13141.842,0,85.254,0.972,0.762,70.462,32.944
1314,Index_1314_Parallel.png,Index_1314_Back.png,Index_1314_Front.png,30,2,4,0.8,0.2,3.7,10,0.8,3.4,2,0.9,1.9,-180,0.6,0.1,0.6,0.1,13144.977,0,85.494,0.957,0.769,69.783,34.201
1315,Index_1315_Parallel.png,Index_1315_Back.png,Index_1315_Front.png,30,1.4,5.8,0.9,1.1,1,10,0.8,3.4,2,0.2,2.6,-180,0.6,0.4,0.2,0.1,13148.686,1,85.802,0.978,0.719,66.28,37.751
1316,Index_1316_Parallel.png,Index_1316_Back.png,Index_1316_Front.png,30,2,4,0.8,2.8,1.1,10,0.8,3.4,2,1.6,1.2,-180,1.4,0.5,0.1,0.1,13158.739,1,85.837,0.985,0.722,66.629,37.536
1317,Index_1317_Parallel.png,Index_1317_Back.png,Index_1317_Front.png,30,2,4,1,1.8,2.1,10,0.8,3.4,2,0.9,1.9,-180,0.1,0.1,0.2,0.8,13174.938,0,85.185,0.975,0.762,70.846,32.562
1318,Index_1318_Parallel.png,Index_1318_Back.png,Index_1318_Front.png,30,2,4,0.8,1,2.9,10,0.8,3.4,2,1.6,1.2,-180,0.2,1.5,0.1,0.2,13180.372,1,85.768,0.991,0.71,67.212,36.997
1319,Index_1319_Parallel.png,Index_1319_Back.png,Index_1319_Front.png,30,2,4,1,0.7,3.2,10,0.8,3.4,2,0.8,2,-180,1.5,0.5,0.1,0.1,13181.411,0,85.734,0.997,0.682,66.22,37.811
1320,Index_1320_Parallel.png,Index_1320_Back.png,Index_1320_Front.png,30,1.2,6.8,0.9,0.4,0.7,10,0.8,3.4,2,0,2.8,-180,0.1,0.1,0.3,0.2,13182.095,1,85.597,0.96,0.762,68.578,35.307
1321,Index_1321_Parallel.png,Index_1321_Back.png,Index_1321_Front.png,30,1.6,5.1,0.9,2.6,0.2,10,0.7,3.9,2,2.3,0,-180,0.1,1.5,0.1,0.1,13188.471,0,86.043,0.991,0.728,66.472,38.387
1322,Index_1322_Parallel.png,Index_1322_Back.png,Index_1322_Front.png,30,2,4,0.8,1.2,2.7,10,0.8,3.4,2,2.2,0.6,-180,1.5,0.1,0.1,0.2,13194.133,1,85.768,0.991,0.713,67.039,37.088
1323,Index_1323_Parallel.png,Index_1323_Back.png,Index_1323_Front.png,30,1.2,6.8,1,0.5,0.6,10,0.8,3.4,2,1.3,1.5,-180,0.1,1.4,0.1,0.1,13204.584,0,85.905,1,0.682,64.551,39.733
1324,Index_1324_Parallel.png,Index_1324_Back.png,Index_1324_Front.png,30,1.2,6.8,0.9,1.1,0,10,0.8,3.4,2,1.6,1.2,-180,0.7,0.4,0.1,0.1,13220.738,1,86.008,0.985,0.731,65.512,39.022
1325,Index_1325_Parallel.png,Index_1325_Back.png,Index_1325_Front.png,30,1.8,4.5,0.8,1.3,2.1,10,0.8,3.4,2,1.7,1.1,-180,0.1,0.1,0.3,0.5,13225.807,0,85.425,0.966,0.775,70.24,33.661
1326,Index_1326_Parallel.png,Index_1326_Back.png,Index_1326_Front.png,30,2,4,0.8,2.1,1.8,10,0.8,3.4,2,1.1,1.7,-180,0.9,0.6,0.1,0.1,13227.919,2,85.871,0.994,0.701,66.742,37.896
1327,Index_1327_Parallel.png,Index_1327_Back.png,Index_1327_Front.png,30,2,4,0.8,0.2,3.7,10,0.8,3.4,2,1.1,1.7,-180,0.5,1.5,0.1,0.1,13239.956,1,85.837,0.991,0.719,66.903,37.451
1328,Index_1328_Parallel.png,Index_1328_Back.png,Index_1328_Front.png,30,2,4,0.9,0.4,3.5,10,0.7,3.9,2,0.1,2.2,-180,0.2,1.1,0.1,0.1,13247.766,1,85.905,0.997,0.701,67.08,37.803
1329,Index_1329_Parallel.png,Index_1329_Back.png,Index_1329_Front.png,30,2,4,0.9,2.7,1.2,10,0.8,3.4,2,1.9,0.9,-180,0.1,0.8,0.1,0.6,13249.249,0,85.391,0.972,0.75,69.419,34.217
1330,Index_1330_Parallel.png,Index_1330_Back.png,Index_1330_Front.png,30,2,4,1,1.3,2.6,10,0.8,3.4,2,0.7,2.1,-180,0.2,0.1,0.5,0.3,13255.636,0,85.391,0.988,0.735,70.18,33.805
1331,Index_1331_Parallel.png,Index_1331_Back.png,Index_1331_Front.png,30,2,4,0.8,3.2,0.7,10,0.6,4.5,2,1.1,0.6,-180,0.1,1.1,0.1,0.3,13263.496,0,85.734,0.975,0.747,68.362,36.044
1332,Index_1332_Parallel.png,Index_1332_Back.png,Index_1332_Front.png,30,2,4,1,0.2,3.7,10,0.8,3.4,2,0.2,2.6,-180,0.1,1.4,0.2,0.2,13293.651,1,85.631,0.981,0.707,67.734,36.529
1333,Index_1333_Parallel.png,Index_1333_Back.png,Index_1333_Front.png,30,2,4,1,2,1.9,10,0.6,4.5,2,1.1,0.6,-180,0.1,0.9,0.1,0.3,13308.284,0,85.7,0.997,0.704,67.831,36.563
1334,Index_1334_Parallel.png,Index_1334_Back.png,Index_1334_Front.png,30,2,4,0.8,0,3.9,10,0.6,4.5,2,0.3,1.4,-180,0.1,1.5,0.1,0.1,13333.31,2,85.94,0.988,0.722,67.244,37.839
1335,Index_1335_Parallel.png,Index_1335_Back.png,Index_1335_Front.png,30,2,4,0.9,0.1,3.8,10,0.8,3.4,2,0.4,2.4,-180,1.5,0.5,0.3,0.2,13346.26,0,85.322,0.988,0.741,68.051,34.776
1336,Index_1336_Parallel.png,Index_1336_Back.png,Index_1336_Front.png,30,1.8,4.5,0.9,1.3,2.1,10,0.8,3.4,2,0.4,2.4,-180,0.1,1.4,0.1,0.1,13355.686,1,85.94,1,0.682,66.063,39.083
1337,Index_1337_Parallel.png,Index_1337_Back.png,Index_1337_Front.png,30,1.3,6.2,0.8,1.2,0.5,10,0.8,3.4,2,0.4,2.4,-180,0.1,0.1,0.3,0.3,13357.043,0,85.425,0.929,0.784,69.597,34.626
1338,Index_1338_Parallel.png,Index_1338_Back.png,Index_1338_Front.png,30,2,4,1,1.1,2.8,10,0.8,3.4,2,1.6,1.2,-180,1.5,0.1,0.1,0.1,13358.608,0,85.768,1,0.667,66.237,38.458
1339,Index_1339_Parallel.png,Index_1339_Back.png,Index_1339_Front.png,30,2,4,1,0,3.9,10,0.8,3.4,2,1.5,1.3,-180,0.7,1,0.1,0.1,13377.348,1,85.768,0.985,0.694,66.771,37.968
1340,Index_1340_Parallel.png,Index_1340_Back.png,Index_1340_Front.png,30,1.4,5.8,0.9,0.1,2,10,0.8,3.4,2,0.6,2.2,-180,0.3,0.4,0.3,0.1,13377.905,0,85.734,0.997,0.735,67.52,36.578
1341,Index_1341_Parallel.png,Index_1341_Back.png,Index_1341_Front.png,30,1.9,4.3,1,1.7,1.9,10,0.6,4.5,2,0.5,1.2,-180,0.1,0.2,0.1,0.1,13383.144,1,86.077,1,0.673,66.815,39.379
1342,Index_1342_Parallel.png,Index_1342_Back.png,Index_1342_Front.png,30,2,4,0.8,3.6,0.3,10,0.6,4.5,2,1.2,0.5,-180,1.2,0.2,0.1,0.2,13384.195,0,85.837,0.969,0.756,67.917,36.898
1343,Index_1343_Parallel.png,Index_1343_Back.png,Index_1343_Front.png,30,1.5,5.4,0.8,2.4,0.1,10,0.8,3.4,2,1.6,1.2,-180,0.2,0.4,0.1,0.4,13414.714,0,85.631,0.954,0.784,68.815,35.503
1344,Index_1344_Parallel.png,Index_1344_Back.png,Index_1344_Front.png,30,1.2,6.8,0.9,0,1.1,10,0.8,3.4,2,1.9,0.9,-180,0.1,0.4,0.1,0.1,13425.215,3,86.077,0.978,0.71,66.144,39.732
1345,Index_1345_Parallel.png,Index_1345_Back.png,Index_1345_Front.png,30,1.2,6.8,0.8,0.2,0.9,10,0.8,3.4,2,1.6,1.2,-180,0.4,0.1,0.2,0.3,13442.653,0,85.322,0.951,0.769,68.374,34.948
1346,Index_1346_Parallel.png,Index_1346_Back.png,Index_1346_Front.png,30,1.2,6.8,0.9,0.1,1,10,0.8,3.4,2,2.2,0.6,-180,0.8,0.1,0.1,0.3,13468.166,0,85.46,0.985,0.731,66.827,36.355
