in:Index,img:Output1,img:Output2,img:Output3,img:Output4,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:W_Skylight_Vertical_Shading_Divided,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF
539,Index_539_Parallel.png,Index_539_Back.png,Index_539_Front.png,Index_539_Top.png,50,47,1.8,7.5,0.8,0.3,0.1,15,1.2,3.4,0.8,2.8,0,-180,0,0.9,1,2,0.5,0.2,7,0,0.35,,5,85.837,1,0.608,59.92,33.57
540,Index_540_Parallel.png,Index_540_Back.png,Index_540_Front.png,Index_540_Top.png,50,45,2,6.8,0.8,0.3,0.8,20,1.5,3.6,1,1.5,1.1,-180,0,0.2,0.8,8,0.1,1.3,0.87,0.05,0.05,,22,83.573,0.996914,0.7222,66.55,18.75
541,Index_541_Parallel.png,Index_541_Back.png,Index_541_Front.png,Index_541_Top.png,65,64,2.3,7.6,0.7,0.2,0.1,40,1.8,6,0.9,0.2,0,-180,40,1.3,0.6,7,0.02,1.4,1.25,0,0,,7,83.436,1,0.8549,66.42,13.4
542,Index_542_Parallel.png,Index_542_Back.png,Index_542_Front.png,Index_542_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,14,82.853,1,0.7654,70.89,23.05
543,Index_543_Parallel.png,Index_543_Back.png,Index_543_Front.png,Index_543_Top.png,30,29,2,4,0.8,3,0.9,25,1.1,6.1,0.9,0,0.1,-180,0,1,1,5,0.02,1.5,0.98,0,0,,3,82.853,0.858025,0.9321,76.5,17.76
544,Index_544_Parallel.png,Index_544_Back.png,Index_544_Front.png,Index_544_Top.png,30,30,1.2,6.8,0.8,0.4,0.7,40,1.8,6,0.8,0.1,0.1,-180,60,1.7,0.8,8,0.02,1.5,0.95,0,0,,2,81.722,0.981481,0.9722,77.02,14.22
545,Index_545_Parallel.png,Index_545_Back.png,Index_545_Front.png,Index_545_Top.png,30,29,2,4,0.9,3.6,0.3,10,0.7,3.9,2,0.8,1.5,-180,60,1.2,0,5,0.02,1.3,0.98,0,0,,6,81.722,0.395062,0.9012,73.45,13
546,Index_546_Parallel.png,Index_546_Back.png,Index_546_Front.png,Index_546_Top.png,50,34,1.8,7.5,0.8,0,0.4,35,1.6,5.9,0.8,0.2,0.1,-180,70,1.9,0.7,7,0.4,0.2,0.85,0.15,0.25,,1,81.756,0.984568,0.9753,77.54,14.23
547,Index_547_Parallel.png,Index_547_Back.png,Index_547_Front.png,Index_547_Top.png,70,50,2.5,7.6,0.5,0,0.3,40,1.8,6,0.8,0.2,0,-180,80,2,0.4,3,1.1,0.5,2.7,0.7,0.4,,2,83.059,1,0.8981,73.54,18.93
548,Index_548_Parallel.png,Index_548_Back.png,Index_548_Front.png,Index_548_Top.png,70,59,2.6,7.3,0.4,0,0.6,40,1.8,6,0.8,0,0.2,-180,80,0.1,0.1,2,1.2,1.5,6.1,0.6,0.6,,13,89.026,1,0.1019,36.65,34.45
549,Index_549_Parallel.png,Index_549_Back.png,Index_549_Front.png,Index_549_Top.png,65,54,2.6,6.8,0.4,0.6,0.5,30,1.4,5.8,0.8,0.1,0.3,-180,50,1.4,0.8,7,0.2,0.6,0.93,0.2,0,,3,83.093,1,0.9012,73.41,17.31
550,Index_550_Parallel.png,Index_550_Back.png,Index_550_Front.png,Index_550_Top.png,50,49,1.8,7.5,1,0.1,0.3,15,1.2,3.4,0.9,0.4,2.4,-180,-80,1.7,0.3,9,0.02,1.3,0.92,0,0,,22,83.23,0.990741,0.6728,65.58,18.78
551,Index_551_Parallel.png,Index_551_Back.png,Index_551_Front.png,Index_551_Top.png,60,39,2.4,6.8,0.6,0.2,0.9,35,2,4.7,0.9,1.3,0.2,-180,80,1.8,0.4,5,0.6,0.2,1.1,0.2,0.4,,3,82.922,0.984568,0.9136,75.14,19.31
552,Index_552_Parallel.png,Index_552_Back.png,Index_552_Front.png,Index_552_Top.png,70,70,2.5,7.6,0.5,0.3,0,15,1.2,3.4,0.9,0.5,2.3,-180,-60,0.4,0.7,4,0.02,1,2.51,0,0,,11,87.963,1,0.2438,44.9,33.45
553,Index_553_Parallel.png,Index_553_Back.png,Index_553_Front.png,Index_553_Top.png,30,30,1.3,6.2,0.9,0.2,1.5,35,1.6,5.9,0.8,0,0.3,-180,30,0.7,0.6,4,0.02,0.7,2.05,0,0,,6,85.082,1,0.7037,62.01,27.95
554,Index_554_Parallel.png,Index_554_Back.png,Index_554_Front.png,Index_554_Top.png,35,31,1.8,5.2,0.8,0.5,2.2,40,1.8,6,1,0.1,0.1,-180,-40,0.9,0.2,6,0.1,1,0.94,0,0.05,,6,84.088,1,0.7901,65.68,19.73
555,Index_555_Parallel.png,Index_555_Back.png,Index_555_Front.png,Index_555_Top.png,45,39,2,6.1,0.9,0.6,1.2,25,1.1,6.1,0.9,0.1,0,-180,0,1.2,0,2,0.9,0.3,5.2,0.65,0.2,,4,85.528,1,0.5617,57.22,34.57
556,Index_556_Parallel.png,Index_556_Back.png,Index_556_Front.png,Index_556_Top.png,45,40,2.1,5.8,0.9,0.3,1.8,10,0.8,3.4,2,1.3,1.5,-180,-10,0.3,0.1,7,0.1,1.5,0.87,0.05,0.05,,21,82.922,0.839506,0.7685,70.49,15.77
557,Index_557_Parallel.png,Index_557_Back.png,Index_557_Front.png,Index_557_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,9,82.853,1,0.7747,70.9,23.05
558,Index_558_Parallel.png,Index_558_Back.png,Index_558_Front.png,Index_558_Top.png,30,29,2,4,1,3.6,0.3,40,1.8,6,0.9,0.1,0.1,-180,80,2,0.7,5,0.02,1.5,0.98,0,0,,2,81.481,0.635802,1,77.91,13.62
559,Index_559_Parallel.png,Index_559_Back.png,Index_559_Front.png,Index_559_Top.png,30,29,2,4,0.8,0.5,3.4,40,1.8,6,0.9,0,0.2,-180,80,2,1,5,0.02,1.5,0.98,0,0,,3,81.687,0.598765,1,77.8,13.68
560,Index_560_Parallel.png,Index_560_Back.png,Index_560_Front.png,Index_560_Top.png,30,29,2,4,0.9,0.3,3.6,40,1.8,6,1,0,0.2,-180,80,1.9,0,4,0.02,1.5,1.31,0,0,,3,81.996,0.962963,0.9352,76.73,13.84
561,Index_561_Parallel.png,Index_561_Back.png,Index_561_Front.png,Index_561_Top.png,65,37,2.3,7.6,0.7,0,0.3,25,1.2,5.6,0.8,0.6,0,-180,80,2,0,5,0.8,0.5,1.1,0.3,0.5,,2,82.133,0.990741,0.8765,74.51,20.54
562,Index_562_Parallel.png,Index_562_Back.png,Index_562_Front.png,Index_562_Top.png,70,62,2.5,7.6,0.5,0.2,0.1,25,1.1,6.1,0.8,0.1,0,-180,80,2,0.1,2,0.9,0.1,6.7,0.75,0.15,,4,84.053,1,0.8148,68.26,21.44
563,Index_563_Parallel.png,Index_563_Back.png,Index_563_Front.png,Index_563_Top.png,30,30,1.2,6.8,1,0,1.1,40,1.8,6,0.8,0,0.2,-180,80,2,1,8,0.02,0.1,0.95,0,0,,3,82.099,0.645062,0.9938,76.96,12.14
564,Index_564_Parallel.png,Index_564_Back.png,Index_564_Front.png,Index_564_Top.png,60,54,2.1,7.7,0.8,0.1,0.1,30,1.4,5.8,1,0.2,0.2,-180,-10,0.4,0.1,8,0.1,0.4,1,0.05,0,,11,86.968,1,0.3025,45.82,31.68
565,Index_565_Parallel.png,Index_565_Back.png,Index_565_Front.png,Index_565_Top.png,30,29,2,4,1,1.6,2.3,30,1.5,5.4,1,0.3,0.5,-180,40,0.1,0.3,5,0.02,1.2,0.98,0,0,,4,84.362,1,0.821,70.34,20.17
566,Index_566_Parallel.png,Index_566_Back.png,Index_566_Front.png,Index_566_Top.png,70,63,2.5,7.6,0.5,0.2,0.1,40,1.8,6,0.9,0,0.2,-180,80,1.2,0.8,2,0.8,1,6.8,0.35,0.25,,4,85.46,1,0.7654,59.98,27.79
567,Index_567_Parallel.png,Index_567_Back.png,Index_567_Front.png,Index_567_Top.png,60,32,2.1,7.7,0.9,0,0.2,25,1.2,5.6,1,0.5,0.1,-180,-80,0.7,0.6,4,1.2,0.7,1.37,0.8,0.4,,4,85.151,1,0.5833,59.93,33.73
568,Index_568_Parallel.png,Index_568_Back.png,Index_568_Front.png,Index_568_Top.png,40,32,1.8,6,0.9,1.4,0.5,15,1.2,3.4,0.9,0.3,2.5,-180,-20,2,0.4,7,0.2,0.1,0.8,0.05,0.05,,1,84.088,1,0.7006,67.3,34.1
569,Index_569_Parallel.png,Index_569_Back.png,Index_569_Front.png,Index_569_Top.png,50,45,1.8,7.5,1,0.4,0,10,0.7,3.9,2,1.3,1,-180,-60,1,0,5,0.2,1.4,1.68,0,0.2,,6,84.636,1,0.6142,63.01,24.29
570,Index_570_Parallel.png,Index_570_Back.png,Index_570_Front.png,Index_570_Top.png,40,30,2.2,4.9,0.8,1.2,1.8,35,1.7,5.6,0.8,0.5,0.1,-180,10,1.5,0.8,5,0.3,0.5,0.93,0.15,0,,3,82.75,1,0.8889,73.53,19.62
571,Index_571_Parallel.png,Index_571_Back.png,Index_571_Front.png,Index_571_Top.png,45,36,2.4,5.1,0.6,0,2.8,20,0.9,6,0.8,0.2,0,-180,60,1.6,0,6,0.2,1.1,0.82,0.1,0.1,,4,82.064,0.898148,0.9136,75.47,17.39
572,Index_572_Parallel.png,Index_572_Back.png,Index_572_Front.png,Index_572_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,15,82.853,0.996914,0.7747,70.87,23.05
573,Index_573_Parallel.png,Index_573_Back.png,Index_573_Front.png,Index_573_Top.png,65,48,2.6,6.8,0.4,1,0.1,10,0.8,3.4,2,1.5,1.3,-180,-80,0.2,0,3,0.9,0.1,2.5,0.15,0.25,,1,87.243,1,0.4877,56.03,42.97
574,Index_574_Parallel.png,Index_574_Back.png,Index_574_Front.png,Index_574_Top.png,65,54,2.4,7.3,0.6,0.5,0.1,10,0.6,4.5,2,0.2,1.5,-180,-80,1.8,0,2,1.2,0.1,6.1,0,1.05,,1,87.963,1,0.3858,51.2,43.18
575,Index_575_Parallel.png,Index_575_Back.png,Index_575_Front.png,Index_575_Top.png,70,59,2.5,7.6,0.5,0,0.3,10,0.8,3.4,2,1.3,1.5,-180,-80,0.1,0,2,1.2,0.1,6.4,0.55,0.45,,3,88.512,1,0.3364,48.51,44.16
576,Index_576_Parallel.png,Index_576_Back.png,Index_576_Front.png,Index_576_Top.png,40,34,1.4,7.7,0.9,0.2,0,10,0.8,3.4,2,0,2.8,-180,-80,0.1,1,2,1.2,0.1,6.5,0.25,0.95,,2,86.008,1,0.6512,63.51,40.73
577,Index_577_Parallel.png,Index_577_Back.png,Index_577_Front.png,Index_577_Top.png,30,30,1.2,6.8,1,0,1.1,10,0.7,3.9,2,1.3,1,-180,-80,0.1,1,2,0.02,0.1,6.78,0,0,,1,86.043,1,0.6944,65.79,39.79
578,Index_578_Parallel.png,Index_578_Back.png,Index_578_Front.png,Index_578_Top.png,30,29,2,4,1,0.8,3.1,10,0.8,3.4,2,2.3,0.5,-180,80,0.1,0,2,0.02,0.1,3.98,0,0,,2,86.077,0.987654,0.6636,67.1,40.3
579,Index_579_Parallel.png,Index_579_Back.png,Index_579_Front.png,Index_579_Top.png,45,37,2.1,5.8,0.8,1.5,0.6,10,0.8,3.4,2,2.2,0.6,-180,40,0.6,0.6,2,1.1,1.1,4.7,0.5,0.05,,2,84.191,0.993827,0.7284,68.54,29.81
580,Index_580_Parallel.png,Index_580_Back.png,Index_580_Front.png,Index_580_Top.png,30,29,2,4,0.9,2.2,1.7,35,1.6,5.9,0.9,0,0.3,-180,20,2,0.1,3,0.02,1.5,1.98,0,0,,3,82.339,0.990741,0.9352,75.69,17.79
581,Index_581_Parallel.png,Index_581_Back.png,Index_581_Front.png,Index_581_Top.png,40,39,1.8,6,1,0.8,1.1,20,1,5.4,0.9,0,0.8,-180,-10,0.4,0.4,7,0.02,0.2,0.98,0,0,,5,86.42,1,0.5432,57.14,37.05
582,Index_582_Parallel.png,Index_582_Back.png,Index_582_Front.png,Index_582_Top.png,55,42,2.2,6.7,0.8,1,0.2,30,2,4,0.9,1.5,0.7,-180,70,0.1,0.2,6,0.3,0.4,1.04,0.1,0,,8,86.351,1,0.5093,53.67,29.79
583,Index_583_Parallel.png,Index_583_Back.png,Index_583_Front.png,Index_583_Top.png,60,56,2.1,7.7,0.9,0,0.2,40,1.8,6,1,0.1,0.1,-180,-60,1.4,0.1,6,0.1,0.8,1.44,0.05,0.05,,14,87.037,1,0.2068,42.97,26.37
584,Index_584_Parallel.png,Index_584_Back.png,Index_584_Front.png,Index_584_Top.png,40,36,1.4,7.7,1,0.1,0.1,15,1.2,3.4,0.8,1.1,1.7,-180,-30,1.3,0.8,9,0.1,0.6,0.86,0.1,0,,3,83.676,0.996914,0.7068,67.62,26.81
585,Index_585_Parallel.png,Index_585_Back.png,Index_585_Front.png,Index_585_Top.png,70,48,2.5,7.6,0.5,0.2,0.1,25,1.7,4,1,0.6,1.6,-180,-70,1.6,0.7,7,0.4,0.5,0.87,0.25,0,,8,85.768,1,0.4784,54.47,29.58
586,Index_586_Parallel.png,Index_586_Back.png,Index_586_Front.png,Index_586_Top.png,60,32,2.1,7.7,0.9,0.1,0.1,20,0.9,6,0.8,0,0.2,-180,50,0.9,0,5,0.9,1.3,1.02,0.05,0.45,,2,81.962,0.993827,0.7716,70.93,24.05
587,Index_587_Parallel.png,Index_587_Back.png,Index_587_Front.png,Index_587_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,6,82.853,1,0.7778,70.91,23.05
588,Index_588_Parallel.png,Index_588_Back.png,Index_588_Front.png,Index_588_Top.png,30,29,1.3,6.2,0.9,0.3,1.4,20,0.9,6,0.8,0.1,0.1,-180,-60,1.1,0.1,7,0.02,1.4,1.01,0,0,,4,82.956,0.969136,0.8457,72.14,21.44
589,Index_589_Parallel.png,Index_589_Back.png,Index_589_Front.png,Index_589_Top.png,35,34,1.3,7.3,0.8,0.4,0.2,20,0.9,6,0.8,0,0.2,-180,-10,1,0.7,9,0.02,0.6,0.89,0,0,,3,83.813,0.996914,0.7593,67.34,26.78
590,Index_590_Parallel.png,Index_590_Back.png,Index_590_Front.png,Index_590_Top.png,30,29,2,4,0.8,2.5,1.4,10,0.8,3.4,2,0.8,2,-180,-70,0.9,1,5,0.02,0.6,0.98,0,0,,4,83.951,0.811728,0.7932,71.07,25.2
591,Index_591_Parallel.png,Index_591_Back.png,Index_591_Front.png,Index_591_Top.png,30,30,1.5,5.4,0.8,0.2,2.3,10,0.8,3.4,2,1,1.8,-180,40,1.6,0,5,0.02,0.1,1.33,0,0,,1,82.853,0.925926,0.8272,72.72,28.77
592,Index_592_Parallel.png,Index_592_Back.png,Index_592_Front.png,Index_592_Top.png,30,30,1.2,6.8,0.8,0,1.1,10,0.8,3.4,2,0.6,2.2,-180,80,2,0,2,0.02,0.1,6.78,0,0,,2,83.093,0.842593,0.8519,72.22,27.7
593,Index_593_Parallel.png,Index_593_Back.png,Index_593_Front.png,Index_593_Top.png,70,70,2.5,7.6,0.5,0,0.3,10,0.8,3.4,2,1.9,0.9,-180,80,0.1,0,2,0.02,0.1,7.58,0,0,,1,89.678,1,0.2346,42.96,44.99
594,Index_594_Parallel.png,Index_594_Back.png,Index_594_Front.png,Index_594_Top.png,35,32,1.3,7.3,0.8,0.1,0.5,25,1.5,4.5,0.9,0.5,1.2,-180,60,1.5,0.7,8,0.1,1.2,0.94,0.05,0,,3,81.516,0.944444,0.9537,77.83,14.22
595,Index_595_Parallel.png,Index_595_Back.png,Index_595_Front.png,Index_595_Top.png,70,57,2.6,7.3,0.4,0.5,0.1,20,0.9,6,0.8,0.2,0,-180,-20,1.8,0.1,8,0.2,0.3,0.84,0,0.1,,6,85.494,1,0.4198,52.97,32.96
596,Index_596_Parallel.png,Index_596_Back.png,Index_596_Front.png,Index_596_Top.png,55,33,2,7.4,0.8,0.4,0.1,30,1.9,4.3,1,1,0.9,-180,-50,0.1,0.9,6,0.6,0.9,0.88,0.4,0.2,,6,84.602,1,0.6574,62.82,24.51
597,Index_597_Parallel.png,Index_597_Back.png,Index_597_Front.png,Index_597_Top.png,45,31,1.6,7.6,0.8,0.3,0,15,1.2,3.4,1,1.4,1.4,-180,80,0.4,0.3,5,0.6,0.8,1.3,0,0.2,,3,83.642,0.987654,0.7284,68.37,29.12
598,Index_598_Parallel.png,Index_598_Back.png,Index_598_Front.png,Index_598_Top.png,40,36,2.4,4.5,0.6,2,1.4,40,1.8,6,0.9,0,0.2,-180,-80,0.6,0.4,5,0.1,1.4,1.02,0.05,0,,21,84.602,1,0.7685,63.09,19.28
599,Index_599_Parallel.png,Index_599_Back.png,Index_599_Front.png,Index_599_Top.png,65,58,2.3,7.6,0.7,0.1,0.2,10,0.8,3.4,2,0.4,2.4,-180,30,1,0.6,9,0.1,1.2,0.85,0,0.1,,6,82.305,0.925926,0.8179,72.77,12.01
600,Index_600_Parallel.png,Index_600_Back.png,Index_600_Front.png,Index_600_Top.png,30,30,1.7,4.8,0.9,1.6,1.5,30,1.4,5.8,0.8,0.1,0.3,-180,-20,1.2,0.2,2,0.02,0.4,4.78,0,0,,4,85.734,1,0.6451,60.92,32.75
601,Index_601_Parallel.png,Index_601_Back.png,Index_601_Front.png,Index_601_Top.png,55,40,1.9,7.8,1,0.1,0,40,1.8,6,0.9,0.2,0,-180,10,1.7,0,4,0.7,0.2,1.9,0.3,0.4,,7,84.568,1,0.6204,54.03,26.55
602,Index_602_Parallel.png,Index_602_Back.png,Index_602_Front.png,Index_602_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,13,82.853,1,0.7747,70.86,23.05
603,Index_603_Parallel.png,Index_603_Back.png,Index_603_Front.png,Index_603_Top.png,30,29,2,4,0.8,2.2,1.7,10,0.7,3.9,2,1.1,1.2,-180,30,1.6,0.8,5,0.02,0.2,0.98,0,0,,5,82.03,0.42284,0.9506,75.61,13.27
604,Index_604_Parallel.png,Index_604_Back.png,Index_604_Front.png,Index_604_Top.png,30,29,2,4,0.9,0.7,3.2,15,0.7,5.8,2,0.2,0.2,-180,-70,1.1,0.6,5,0.02,0.6,0.98,0,0,,5,84.259,0.944444,0.784,71.21,23.53
605,Index_605_Parallel.png,Index_605_Back.png,Index_605_Front.png,Index_605_Top.png,30,30,1.6,5.1,0.8,0.3,2.5,15,1,4,0.8,1.8,0.4,-180,-20,0.7,0,6,0.02,1.3,1,0,0,,4,82.888,0.796296,0.8488,72.75,20.59
606,Index_606_Parallel.png,Index_606_Back.png,Index_606_Front.png,Index_606_Top.png,30,29,1.8,4.5,0.8,0,3.4,10,0.8,3.4,2,0.9,1.9,-180,40,1.8,0,5,0.02,0.4,1.1,0,0,,2,81.722,0.645062,0.9167,75.4,18.96
607,Index_607_Parallel.png,Index_607_Back.png,Index_607_Front.png,Index_607_Top.png,30,30,1.8,4.5,0.8,0,3.4,10,0.8,3.4,2,1,1.8,-180,10,1.3,0,3,0.02,0.1,2.23,0,0,,1,84.088,0.966049,0.7469,70.12,33.88
608,Index_608_Parallel.png,Index_608_Back.png,Index_608_Front.png,Index_608_Top.png,70,70,2.5,7.6,0.5,0,0.3,40,2,5.4,1,0,0.8,-180,-80,2,0,2,0.02,0.1,7.58,0,0,,12,90.775,1,0.0617,31.96,37.29
609,Index_609_Parallel.png,Index_609_Back.png,Index_609_Front.png,Index_609_Top.png,30,30,1.2,6.8,0.8,0.2,0.9,10,0.7,3.9,2,0.4,1.9,-180,-30,1.8,0.8,8,0.02,0.6,0.95,0,0,,4,82.99,0.808642,0.8179,71.72,22.62
610,Index_610_Parallel.png,Index_610_Back.png,Index_610_Front.png,Index_610_Top.png,65,61,2.6,6.8,0.4,0.6,0.5,35,1.6,5.9,0.8,0,0.3,-180,30,1,0,2,0.5,1.5,6.3,0,0.4,,12,86.968,1,0.2469,42.77,30.37
611,Index_611_Parallel.png,Index_611_Back.png,Index_611_Front.png,Index_611_Top.png,50,34,2.1,6.4,0.9,1.1,0.4,40,1.8,6,0.9,0,0.2,-180,-70,0.6,0.6,6,0.4,1.2,0.88,0.2,0,,21,83.985,1,0.7222,62.17,20.43
612,Index_612_Parallel.png,Index_612_Back.png,Index_612_Front.png,Index_612_Top.png,45,44,2.1,5.8,0.9,1.6,0.5,15,0.7,5.8,2,0.1,0.3,-180,-40,1.1,0,7,0.02,1.1,0.95,0,0,,22,83.779,0.972222,0.7191,68.23,17.66
613,Index_613_Parallel.png,Index_613_Back.png,Index_613_Front.png,Index_613_Top.png,70,48,2.5,7.6,0.5,0,0.3,35,1.6,5.9,1,0.1,0.2,-180,-10,1.9,0.3,7,0.4,0.4,0.87,0.1,0.05,,6,84.122,1,0.6111,56.67,25.19
614,Index_614_Parallel.png,Index_614_Back.png,Index_614_Front.png,Index_614_Top.png,50,45,1.8,7.5,0.9,0.2,0.2,15,1.2,3.4,0.8,0.6,2.2,-180,0,0.1,0.8,5,0.2,0.5,1.68,0.1,0.1,,5,86.385,1,0.5,54.88,37.18
615,Index_615_Parallel.png,Index_615_Back.png,Index_615_Front.png,Index_615_Top.png,35,32,2.2,4.3,0.8,1.7,1.9,25,1.9,3.6,0.9,1.8,0.8,-180,80,0.3,0.4,5,0.1,0.9,0.98,0.05,0.05,,18,84.396,1,0.7716,67.68,22.19
616,Index_616_Parallel.png,Index_616_Back.png,Index_616_Front.png,Index_616_Top.png,60,54,2.1,7.7,0.8,0,0.2,25,1.1,6.1,0.8,0.1,0,-180,60,1.5,0.2,3,0.4,0.2,3.45,0,0.25,,5,84.568,1,0.7253,62.78,23.74
617,Index_617_Parallel.png,Index_617_Back.png,Index_617_Front.png,Index_617_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,4,82.853,1,0.7685,71.02,23.05
618,Index_618_Parallel.png,Index_618_Back.png,Index_618_Front.png,Index_618_Top.png,30,29,2,4,0.9,1.4,2.5,40,1.8,6,0.8,0,0.2,-180,-70,1.1,0,5,0.02,1.5,0.98,0,0,,6,84.328,1,0.8025,67.46,19.33
619,Index_619_Parallel.png,Index_619_Back.png,Index_619_Front.png,Index_619_Top.png,30,29,2,4,0.9,1.6,2.3,40,1.8,6,0.8,0,0.2,-180,-50,1.3,0.5,5,0.02,1.5,0.98,0,0,,6,84.053,1,0.8025,68.54,18.97
620,Index_620_Parallel.png,Index_620_Back.png,Index_620_Front.png,Index_620_Top.png,35,32,2.2,4.3,0.8,1,2.6,35,1.6,5.9,0.9,0.2,0.1,-180,40,1,0.5,5,0.1,0.2,0.98,0.05,0,,3,84.328,1,0.8395,68.71,23.85
621,Index_621_Parallel.png,Index_621_Back.png,Index_621_Front.png,Index_621_Top.png,30,30,1.2,6.8,0.8,0.4,0.7,20,1.4,3.9,0.8,1.6,0.7,-180,30,1.7,0.3,4,0.02,0.1,2.25,0,0,,2,83.196,0.996914,0.8272,70.71,28.72
622,Index_622_Parallel.png,Index_622_Back.png,Index_622_Front.png,Index_622_Top.png,30,30,1.2,6.8,0.8,0,1.1,20,0.9,6,0.8,0,0.2,-180,10,1.6,0.4,2,0.02,0.1,6.78,0,0,,1,84.053,1,0.7469,67.22,33.02
623,Index_623_Parallel.png,Index_623_Back.png,Index_623_Front.png,Index_623_Top.png,30,29,2,4,0.8,0,3.9,40,1.8,6,0.8,0.1,0.1,-180,-80,2,1,2,0.02,0.1,3.98,0,0,,6,86.763,1,0.6265,56.13,32.47
624,Index_624_Parallel.png,Index_624_Back.png,Index_624_Front.png,Index_624_Top.png,55,44,1.9,7.8,0.9,0.1,0,15,1.2,3.4,0.9,1.5,1.3,-180,-30,1.3,0.9,3,0.8,0.8,3.1,0.3,0.15,,5,85.014,1,0.5679,60.06,32.73
625,Index_625_Parallel.png,Index_625_Back.png,Index_625_Front.png,Index_625_Top.png,30,29,2,4,0.8,0.1,3.8,30,1.7,4.8,1,0.7,0.7,-180,0,0.2,0.4,5,0.02,0.2,0.98,0,0,,4,86.18,1,0.7222,63.87,30.53
626,Index_626_Parallel.png,Index_626_Back.png,Index_626_Front.png,Index_626_Top.png,60,54,2.1,7.7,0.9,0.2,0,35,1.6,5.9,0.9,0.2,0.1,-180,-20,0.5,0.3,9,0.1,1.4,0.86,0.05,0,,22,84.019,1,0.6019,58.55,18.25
627,Index_627_Parallel.png,Index_627_Back.png,Index_627_Front.png,Index_627_Top.png,50,34,1.8,7.5,0.9,0,0.4,40,1.8,6,0.9,0,0.2,-180,-60,1.8,0,7,0.4,0.6,0.85,0.15,0.2,,9,84.979,1,0.5802,55.89,26.38
628,Index_628_Parallel.png,Index_628_Back.png,Index_628_Front.png,Index_628_Top.png,35,30,2.2,4.3,0.8,0.2,3.4,20,1.2,4.5,0.8,1.2,0.5,-180,80,0.9,0.7,2,0.6,0.9,3.7,0.15,0,,1,83.539,0.938272,0.8673,73.06,29.77
629,Index_629_Parallel.png,Index_629_Back.png,Index_629_Front.png,Index_629_Top.png,65,61,2.3,7.6,0.7,0.3,0,30,1.7,4.8,0.8,1.3,0.1,-180,-70,1.1,0.1,5,0.1,1.2,1.8,0.05,0,,12,86.797,1,0.2469,44.81,26.65
630,Index_630_Parallel.png,Index_630_Back.png,Index_630_Front.png,Index_630_Top.png,40,36,1.4,7.7,0.9,0.2,0,10,0.8,3.4,2,1,1.8,-180,60,0.8,0.6,9,0.1,1.2,0.86,0.1,0,,5,81.996,0.787037,0.8056,72.57,16.41
631,Index_631_Parallel.png,Index_631_Back.png,Index_631_Front.png,Index_631_Top.png,70,38,2.5,7.6,0.5,0.3,0,25,1.1,6.1,0.9,0.1,0,-180,40,2,0.1,6,0.7,0.3,0.82,0.2,0.3,,1,82.236,1,0.9074,75.1,21.12
632,Index_632_Parallel.png,Index_632_Back.png,Index_632_Front.png,Index_632_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,8,82.853,0.996914,0.7747,70.94,23.05
633,Index_633_Parallel.png,Index_633_Back.png,Index_633_Front.png,Index_633_Top.png,30,30,1.5,5.4,0.9,1.7,0.8,10,0.6,4.5,2,1.2,0.5,-180,80,2,0,2,0.02,0.2,5.38,0,0,,3,82.339,0.546296,0.8889,74.09,20.06
634,Index_634_Parallel.png,Index_634_Back.png,Index_634_Front.png,Index_634_Top.png,30,29,2,4,0.9,1.6,2.3,10,0.7,3.9,2,1,1.3,-180,-80,0.8,0.1,5,0.02,1.4,0.98,0,0,,6,83.265,0.570988,0.8426,72.91,15.91
