in:Index,img:Output1,img:Output2,img:Output3,img:Output4,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:W_Skylight_Vertical_Shading_Divided,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF
635,Index_635_Parallel.png,Index_635_Back.png,Index_635_Front.png,Index_635_Top.png,30,29,2,4,0.9,2.2,1.7,10,0.8,3.4,2,0.5,2.3,-180,-40,0.5,0.7,5,0.02,1.5,0.98,0,0,,7,83.196,0.540123,0.8426,72.85,15.23
636,Index_636_Parallel.png,Index_636_Back.png,Index_636_Front.png,Index_636_Top.png,30,29,2,4,1,0.4,3.5,15,1.2,3.4,0.8,0.3,2.5,-180,50,1,0.5,2,0.02,0.6,3.98,0,0,,2,83.436,0.925926,0.8611,74.53,24.07
637,Index_637_Parallel.png,Index_637_Back.png,Index_637_Front.png,Index_637_Top.png,30,29,2,4,0.8,0.9,3,15,0.9,4.5,0.9,0.4,1.3,-180,80,0.5,0.9,2,0.02,1.2,3.98,0,0,,1,84.328,0.972222,0.8179,72.06,33.84
638,Index_638_Parallel.png,Index_638_Back.png,Index_638_Front.png,Index_638_Top.png,70,69,2.6,7.3,0.4,0,0.6,40,2,5.4,1,0,0.8,-180,-80,2,0,9,0.02,0.1,0.89,0,0,,12,90.055,1,0.0802,33.93,36.38
639,Index_639_Parallel.png,Index_639_Back.png,Index_639_Front.png,Index_639_Top.png,60,54,2.1,7.7,0.8,0.1,0.1,25,1.1,6.1,1,0,0.1,-180,-70,2,0.8,9,0.1,1.2,0.86,0.05,0.05,,23,84.156,1,0.5988,59.8,20.54
640,Index_640_Parallel.png,Index_640_Back.png,Index_640_Front.png,Index_640_Top.png,40,31,1.4,7.7,0.9,0.1,0.1,30,2,4,0.8,1.6,0.6,-180,-60,1,0.6,4,0.6,0.6,1.97,0.3,0.3,,6,85.7,1,0.6358,60.09,31.01
641,Index_641_Parallel.png,Index_641_Back.png,Index_641_Front.png,Index_641_Top.png,40,40,2.6,4.2,0.4,0.3,3.4,25,1.1,6.1,0.8,0.1,0,-180,70,0.6,0.1,5,0.02,0.1,1.03,0,0,,4,86.934,1,0.5802,56.46,39.56
642,Index_642_Parallel.png,Index_642_Back.png,Index_642_Front.png,Index_642_Top.png,70,61,2.5,7.6,0.5,0.2,0.1,40,1.8,6,0.9,0.2,0,-180,-20,0.2,0.1,6,0.2,0.5,1.32,0.15,0.05,,16,88.477,1,0.1142,37.89,31.64
643,Index_643_Parallel.png,Index_643_Back.png,Index_643_Front.png,Index_643_Top.png,50,46,2.1,6.4,0.9,0.3,1.2,10,0.8,3.4,2,0.4,2.4,-180,40,1.1,0.5,2,0.5,1.1,5.9,0,0.2,,9,83.642,1,0.7809,70.63,20.87
644,Index_644_Parallel.png,Index_644_Back.png,Index_644_Front.png,Index_644_Top.png,50,41,2.5,5.4,0.5,2,0.5,20,0.9,6,0.8,0,0.2,-180,60,0.4,0.7,6,0.2,0.3,0.88,0,0,,3,85.288,1,0.6914,64.02,32.63
645,Index_645_Parallel.png,Index_645_Back.png,Index_645_Front.png,Index_645_Top.png,65,35,2.3,7.6,0.7,0.1,0.2,35,1.6,5.9,1,0.3,0,-180,-20,1.5,0.3,6,0.7,1.5,0.82,0.3,0.4,,3,82.716,1,0.7346,67.7,19.86
646,Index_646_Parallel.png,Index_646_Back.png,Index_646_Front.png,Index_646_Top.png,30,29,1.5,5.4,0.9,0.4,2.1,15,1.2,3.4,1,2.2,0.6,-180,10,1.7,0,6,0.02,0.9,1.06,0,0,,2,81.927,0.895062,0.8457,75.65,20.86
647,Index_647_Parallel.png,Index_647_Back.png,Index_647_Front.png,Index_647_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,7,82.853,1,0.7685,70.97,23.05
648,Index_648_Parallel.png,Index_648_Back.png,Index_648_Front.png,Index_648_Top.png,30,30,1.2,6.8,0.9,0.1,1,10,0.8,3.4,2,1.9,0.9,-180,70,2,1,8,0.02,1.5,0.95,0,0,,5,80.384,0,1,64.11,2.51
649,Index_649_Parallel.png,Index_649_Back.png,Index_649_Front.png,Index_649_Top.png,30,29,1.8,4.5,1,0.9,2.5,15,1.2,3.4,0.8,1,1.8,-180,80,1.9,0.8,5,0.02,1.4,1.1,0,0,,4,80.624,0.117284,1,72,10.88
650,Index_650_Parallel.png,Index_650_Back.png,Index_650_Front.png,Index_650_Top.png,30,29,2,4,0.9,0.8,3.1,10,0.8,3.4,2,0,2.8,-180,50,1.3,0.8,5,0.02,1.4,0.98,0,0,,5,81.104,0.126543,0.966,73.06,6.92
651,Index_651_Parallel.png,Index_651_Back.png,Index_651_Front.png,Index_651_Top.png,60,41,2.1,7.7,0.8,0,0.2,35,1.6,5.9,0.8,0.2,0.1,-180,80,2,0.8,7,0.4,0.3,0.88,0.2,0.2,,1,81.379,0.848765,1,77.63,17.31
652,Index_652_Parallel.png,Index_652_Back.png,Index_652_Front.png,Index_652_Top.png,50,35,1.8,7.5,0.8,0.3,0.1,40,1.8,6,0.8,0,0.2,-180,80,2,0.4,3,1.1,0.1,2.65,0.5,0.6,,3,82.476,0.993827,0.9136,74.8,16.53
653,Index_653_Parallel.png,Index_653_Back.png,Index_653_Front.png,Index_653_Top.png,70,69,2.6,7.3,0.4,0.6,0,40,2,5.4,0.8,0.7,0.1,-180,80,2,0,9,0.02,1.5,0.89,0,0,,3,82.099,1,0.8827,71.58,11.64
654,Index_654_Parallel.png,Index_654_Back.png,Index_654_Front.png,Index_654_Top.png,35,32,1.5,6.3,0.9,1.5,0.1,30,1.4,5.8,0.9,0.1,0.3,-180,-10,1.8,0.7,6,0.1,1,1.16,0.1,0,,3,83.025,1,0.8179,71.47,21.04
